[scen0]
	[text]		Женщина снова выдержала паузу. Я поднялся на ноги и начал растирать замерзшие колени.__
- Я ничего не слышала о Комбинате Смертоубийства. Какое странное название. Это вообще где?_
- В южной части Уюта, - ответил я._
- Никогда там не была. Как туда добраться?_
- Если бы я знал! Я приехал сюда и потерялся. Это какое-то сумасшествие! Тут нет ни улиц, ни проспектов, ни магазинов — ничего! Только дворы, дворы, дворы... Я пытался ориентироваться по номерам домов, но безрезультатно. В какую сторону ни пойдешь, попадешь в еще один двор.

	[buttons]	Я слышал, как женщина усмехнулась. ;
		 	Я слышал, как женщина шелестит моим письмом. ;
		 	Я догадывался, что она подглядывает через замочную скважину. ;
		 	None
	[progress]	1;
			1;
			1;
			0;
	[image]		None
	[sound]		None
	[skill]		0;0;
			0;0;
			m;1;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen16]
	[text]		- Сами не понимаете, о чем говорите, - заявила она жестким голосом, - Похоже, Вы просто не помните, откуда пришли._
- Отлично помню!.. Ладно, можете мне не верить. Просто скажите мне, как попасть в Бюро. Или — что еще лучше —  как отсюда выбраться.__
Я увидел, как из щели между дверью и порогом выдвинулось аккуратно свернутое письмо. Я зачем-то его поднес его вплотную к лицу: оно пахло горьким парфюмом.__
- В письме все сказано. Багровая 36 «д». А адрес этого дома — Полевая 10 «е».__
От этих слов тошнило. То ли она глупа, то ли водит меня за нос.__
- Номер дома зависит от того, на какой улице он находится, верно? - я решил поупорствовать, ведь мне не у кого просить помощи, кроме нее, - Дом должен стоять вдоль улицы. Так как мне найти хоть одну?

	[buttons]	Она рассмеялась.;
		 	Она рассмеялась надо мной. ;
		 	None;
		 	None
	[progress]	1;
			1;
			0;
			0;
	[image]		None
	[sound]		None
	[skill]		0;0;
			m;1;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen17]
	[text]		- Один мой знакомый посещал Бюро, - бросила она, - Если они Вас вызвали, дело серьезное._
- Чем занимается Бюро? Что еще за Внутренние Путешествия?_
- Вам все объяснят. Теперь, с Вашего позволения, я поднимусь домой._

	[buttons]	«Стойте!». ;
		 	«Не оставляйте меня здесь мерзнуть!». ;
		 	None;
		 	None
	[progress]	1;
			1;
			0;
			0;
	[image]		None
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen18]
	[text]		Я припал ухом к двери и услышал, как незнакомка поднимается по лестнице.__
Все было кончено.

	[buttons]	Уйти. ;
		 	Посмотреть в замочную скважину. ;
		 	Посмотреть, в каком окне загорится свет. ;
		 	None
	[progress]	3;
			1;
			2;
			0;
	[image]		None
	[sound]		None
	[skill]		0;0;
			m;1;
			h;1;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen19]
	[text]		Через нее невозможно было что-либо разглядеть.__
Я одумался. Эта женщина не обязана тратить на меня свое время, особенно после того, как я ее напугал. Зачем нужно было следить за ней?

	[buttons]	Уйти.;
		 	Посмотреть, в каком окне загорится свет.;
		 	None;
		 	None
	[progress]	2;
			1;
			0;
			0;
	[image]		None
	[sound]		None
	[skill]		0;0;
			h;1;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen20]
	[text]		Я отошел от крыльца и внимательно осмотрел каждое окно, принадлежащее, по моим подсчетам, данному подъезду. На третьем этаже огромная люстра бросала на улицу мягкий свет сквозь тонкие занавески. На пятом мерцала новогодняя елка. Остальные окна были наглухо задернуты.__
Шли минуты: никаких изменений. Либо эту женщину дома кто-то ждал, либо она догадалась, что я решу наблюдать, и не включала свет.__
Сердце неистово стучало.
	[buttons]	Уйти. Поскорее уйти.;
		 	None;
		 	None;
		 	None
	[progress]	1;
			0;
			0;
			0;
	[image]		None
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen21]
	[text]		Ботинки утопали в снегу. Я двигался в направлении, противоположном тому, откуда изначально пришел, и всматривался в номера домов. Многие из них были сорваны, некоторые казались настолько старыми, что прочесть их не представлялось возможным, но часть их все же давала хоть какую-то информацию, пусть и абсурдную. После дома с адресом Полевая 27 «р» следовало строение с надписью Восточная 16 «м»; затем же, пройдя несколько одинаковых приземистых двухэтажек, я очутился на Грибоедова 9 «а».__
Выкурив еще пару сигарет, я обнаружил, что пачка, привезенная мной из дома, пуста.__
На Уют опускалась глубокая зимняя ночь. Ноги онемели, желудок изнывал от голода.

	[buttons]	Я не знал, что делать. ;
		 	Я ощущал дыхание смерти. ;
		 	Я твердо знал, что не протяну до утра. ;
		 	None
	[progress]	1;
			1;
			1;
			0;
	[image]		None
	[sound]		None
	[skill]		0;0;
			m;1;
			m;2;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen22]
	[text]		В одном из дворов мне попалась старая скамейка, и я почти рухнул на нее.__
Невозможно, чтобы отсюда не было выхода. Это противоречит всем законам градостроения и здравого смысла. Зачем делать столько глухих дворов без магазинов, школ, фабрик, больниц?.. А главное, как здесь жить? Каким образом ориентироваться в пространстве?

	[buttons]	Уют оказался далеко не простым индустриальным городом на востоке страны. ;
		 	Здесь скрыто что-то... непонятное. ;
		 	None;
		 	None
	[progress]	1;
			1;
			0;
			0;
	[image]		None
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen23]
	[text]		Я очнулся оттого, что кто-то схватил меня за плечи.__
- Все хорошо? - спросил детский голос.__
На улице все еще было темно. Передо мной стоял мальчик лет восьми в огромной, явно родительской, телогрейке. Он протянул термос с горячим чаем.__
Что ж, момент моей холодной смерти отдалился на пару часов. Я напился и начал приходить в себя.


	[buttons]	«Кто ты?». ;
		 	«Где твои родители?». ;
		 	«Спасибо. Спасибо тебе, мальчик!». ;
		 	None
	[progress]	1;
			1;
			1;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen24]
	[text]		- Мне нельзя с Вами говорить, - сказал он. Я разглядел его лицо, истерзанное шрамами и синяками, - Вон там мама стоит. Идите к ней.__
Я поднялся со скамейки и направился туда, куда указал мальчишка. Каким же было мое удивление, когда я увидел его мать. Старый пуховик поверх домашнего сарафана. Сальные волосы, собранные в хвост. По лбу стекал пот: она то и дело утирала его тыльной стороной ладони, размазывая остатки косметики по грубым чертам лица. В руках ее была тряпка, и каждое движение сопровождалось тяжелым дыханием астматика.__
Женщина мыла дом. На уровне половины первого этажа — выше ей не позволял рост. Смачивала тряпку в ведре, выжимала ледяную воду и снова принималась аккуратно водить по стене, выталкивая грязь из пространства между кирпичами.


	[buttons]	«Здравствуйте». ;
		 	«Что Вы делаете?» ;
		 	«Это Ваш ребенок? Он помог мне». ;
		 	None
	[progress]	1;
			2;
			1;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen25]
	[text]		
- Ваш сын спас мне жизнь.__
Женщина кивнула, не отвлекаясь от своего занятия. Я приметил такие же шрамы, как у мальчика, на ее толстой шее.

	[buttons]	«Что Вы делаете?» ;
		 	None;
		 	None;
		 	None
	[progress]	1;
			0;
			0;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen26]
	[text]		- Влажную уборку, уважаемый._
- Но... снаружи дома? Какой в этом смысл? - моему удивлению не было конца.

	[buttons]	Неужто она издевается? ;
		 	Это какой-то сумасшедший дом! ;
		 	Ее странность была мне даже интересна. ;
		 	None
	[progress]	1;
			1;
			1;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		h;1;
			m;1;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen27]
	[text]		- Глупый Вы, уважаемый. Знаете, что дома должно быть чисто?_
- Да, но... внутри дома. В квартире._
- А снаружи что, не дом? - она рассмеялась, - Нужно сохранять уют, любыми целями сохранять! А вот Вы..._
- Что я?__
Она на мгновение переменилась в лице.

	[buttons]	«Что Вы хотите сказать?».;
		 	«Что Вы хотите сказать?».;
		 	None;
		 	None
	[progress]	1;
			4;
			0;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	h;5;
			h;-5;
			0;0;
			0;0
[scen28]
	[text]		Ее лицо исказилось еще сильнее.__
- Вы насильник.__
У меня внутри все обрушилось. Что все это значит?__
- Этой ночью Вы хотели наброситься на женщину и... обесчестить ее.__
Женщина яростно схватилась за ведро.

	[buttons]	«Ничего подобного!». ;
		 	«Да Вы больны на голову!». ;
		 	«Здесь произошла ошибка». ;
		 	«Вы что, были там? Наблюдали за мной?». 
	[progress]	1;
			1;
			1;
			1;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			h;1;
			0;0;
			m;1
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen29]
	[text]		Она сохраняла ледяное молчание.__
- Я ведь просто потерялся, - сказал я дрожащим голосом, - и хотел спросить дорогу._
- Дорогу куда? - она вскинула бесцветные брови.

	[buttons]	«Дорогу домой». ;
		 	«Дорогу в Бюро Внутренних Путешествий». ;
		 	«Неважно». ;
		 	None
	[progress]	1;
			1;
			1;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen30]
	[text]		- Все равно Вы вели себя крайне подозрительно. Так что Вам нужно от меня и моего сына?__
Я опешил. Ее ярость утихла так же резко, как началась. По морщинистому лицу расплылась  - я был готов поклясться! - искренняя доброжелательная улыбка. Затем женщина выудила из ведра тряпку и продолжила свое важное занятие.

	[buttons]	Рассказать о письме. ;
		 	Спросить о Бюро. ;
		 	None;
		 	None
	[progress]	2;
			4;
			0;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen31]
	[text]		- А Вы меня отвлекаете, - хмыкнула она и вернулась к уборке.

	[buttons]	Рассказать о письме. ;
		 	Спросить о Бюро. ;
		 	None;
		 	None
	[progress]	1;
			3;
			0;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen32]
	[text]		- «Смертоубийства и устрашения»? Кого же Вы смертоубиваете и устрашаете?_
- У государства имеется множество внешних врагов, - замялся я. На Комбинате под страхом смерти запрещали задавать вопросы и уж тем более разглашать тайны._
- Понятно, - протянула она, - Делаете штуки, которыми убивают людей. Эти, как их... Пистоли.__
Я отмахнулся. Есть на свете вещи пострашнее пистолей.__
- Не знаю, почему Вас вызвали в Бюро. Но Вам нельзя уходить, пока не явитесь к ним. Это обернется большими проблемами.

	[buttons]	«Какими еще проблемами?» ;
		 	«Ха, что дурацкая турфирма может сделать со мной?»;
		 	None;
		 	None
	[progress]	1;
			1;
			0;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen33]
	[text]		- Они могут все. Например, отправят Вас во внутреннее путешествие. Или не отправят. Уж не знаю, что хуже._
- Что все это значит? Чем я провинился перед ними?_
- Вот у них и спросите, если сами не догадываетесь, - она бросила пронизывающий взгляд, будто прекрасно знала обо всех грехах, что я совершил в жизни. 

	[buttons]	Спросить подробнее о Бюро. ;
		 	None;
		 	None;
		 	None
	[progress]	1;
			0;
			0;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen34]
	[text]		- Почему «Внутренних Путешествий»? Вы же сами прекрасно знаете, чем «внутри» отличается от «снаружи». А вот меня Вы обвинили совершенно не к месту._
- Но я Вас ни в чем не обвинял._
- Как же! Обвиняли, - она наклонилась, чтобы в который раз выжать тряпку дрожащими от холода руками._
- В чем же, позвольте узнать?_
- В том, что я мою дом снаружи. Я все еще внутри, разве не видите? Это Вы сами пришли невесть откуда. Здесь — нутро. Это наш дом.

	[buttons]	«Тогда я, получается, Ваш гость?». ;
		 	«Тогда почему я оказался здесь и не могу найти выход?». ;
		 	None;
		 	None
	[progress]	1;
			1;
			0;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen35]
	[text]		- Вы — гость, - она кивнула головой, - К кому Вы пришли? К хозяину дома. А кто этот хозяин?_
- Неужели Бюро?_
- Вы переступили порог дома, захлопнули дверь, но так и не увидели хозяина. Как думаете, сможете уйти?__
Я, признаться, мало что понимал.__
- Значит, надо идти в Бюро, - неуверенно заключил я, - А внутреннее путешествие? Я уже в нем? Путешествие заключается в том, чтобы найти этого «хозяина дома»?__
Женщина промолчала, увлеченно скобля совсем уже заледеневшим куском ткани стену.

	[buttons]	Рассказать о письме. ;
		 	Попросить еды.;
		 	Попросить ночлег. ;
		 	None
	[progress]	-3;
			1;
			1;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen36]
	[text]		- Нет-нет, так нельзя, - возразила женщина, - вы не мой гость. Не переживайте, от голода и холода не умрете._
- С чего Вы взяли? Я вторые сутки нахожусь на улице._
- Попросите у хозяина дома. Если уж он Вас пригласил, то не откажет в помощи.__
Она несла полную чушь.__
- Да, Вам некомфортно. Потерпите. Мы же Вас терпим. Слоняетесь тут по нашему дому и всем мешаете. Мне, например. Уходите, уходите скорее._
- Но куда?_
- Хозяин дома не сказал, как его найти в его же доме?_
- Ну, в письме бы указан адрес._
- Так в чем проблема?

	[buttons]	«Я не могу отыскать его». ;
		 	«Такого адреса здесь нет». ;
		 	«Проблема в том, что этот хозяин желает моей смерти!». ;
		 	None
	[progress]	1;
			1;
			1;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			m;1;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen37]
	[text]		- Искать все равно надо. Возможно, он вышел... покурить, скажем._
- Как здание вообще могло выйти покурить?!_
- Или просто проветриться.__
Я устал от этих псевдомистических разговоров.__
- Так что же мне делать? Как найти этого... «хозяина»?_
- Посмотрите везде.__
Она хотела, чтобы я обошел все эти бесконечные дворы и заглянул под каждый камень? Безумие. Немыслимое безумие.

	[buttons]	«Везде?! Обойти каждый дом по порядку?». ;
		 	None;
		 	None;
		 	None
	[progress]	1;
			0;
			0;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen38]
	[text]		- Какой же Вы глупый. Найдите такое место, откуда будет видно все.__
На этих словах она окликнула мальчишку и, убедившись, что тот давно поднялся домой, схватила ведро и скрылась в темноте подъезда.__
Я остался стоять перед дверью, обдумывая услышанное. Этот мир заставляет играть по своим правилам. Что ж, в сравнении с отсутствием выхода из лабиринта, эта встреча кажется не такой уж странной.

	[buttons]	Как она сказала? Место, откуда видно все? ;
		 	None;
		 	None;
		 	None
	[progress]	1;
			0;
			0;
			0;
	[image]		./img1.png
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen39]
	[text]		Я снова пошел куда глаза глядят.__
Медленно наступал рассвет. Прошлым утром я пытался определить стороны света по солнцу и отправиться на юг, где, предположительно, должен находиться мой рабочий квартал, однако затея провалилась. Дворы действительно казались бесконечными. В какие-то моменты складывалось ощущение, что я узнаю местность: вот-вот обойду несколько домов и окажусь на улице, настоящей улице, с автомобилями, повозками, нефтяными цистернами, автобусами, телефонными будками, людьми в типовых серых пальто, жандармами, надзирателями, скрытыми камерами — теми родными вещами, из которых и состояла моя прежняя жизнь... Однако в какую бы сторону относительно солнца я ни двигался, то лишь приходил в новый двор, с кирпичными пятиэтажками, арками, детскими площадками, мусорными баками и покрытыми снегом голыми деревьями.

	[buttons]	Идти. ;
		 	None;
		 	None;
		 	None
	[progress]	1;
			0;
			0;
			0;
	[image]		None
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen40]
	[text]		Вчерашнее отчаяние медленно превращалось в смирение. Я брел, глядя по сторонам стеклянными глазами, не думая ни о чем, кроме Бюро.__
Оно полностью поглотило мой разум.__
Если что-то и имело смысл в моей жизни, так это Бюро.

	[buttons]	Идти. ;
		 	Идти. ;
		 	None;
		 	None
	[progress]	1;
			1;
			0;
			0;
	[image]		None
	[sound]		None
	[skill]		0;0;
			0;0;
			0;0;
			0;0
	[morebuttons]	0;0;
			0;0;
			0;0;
			0;0
[scen41]
	[text]		Ближе, как мне казалось, к полудню я сделал важное открытие.__
Сперва я заметил отвалившуюся табличку с номером дома, которая валялась прямо под деревом: Виноградная 78 «ф». Я не придал этому значения, но зачем-то обошел дом вокруг. И, осматривая его с торца, увидел еще одну табличку: Виноградная 78 «у».__
В недоумении вернулся к дереву. Неужели этот дом имел сразу два адреса, причем следующих по порядку? Тогда это обесценивало все мои поиски. Я должен внимательно обойти каждое строение и найти все таблички, коих могло быть и несколько?__
Я, чуть ли не плача, поспешил уйти оттуда, искренне надеясь, что этот случай — единственный, и я не пропустил свой конечный пункт по оплошности.

	[buttons]	Идти. ;
		 	Идти. ;
		 	Идти. ;
		 	None
	[progress]	1;
			1;
